API,GDP at purchasing power parities (Billion 2015$ PPP),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
INTL.4701-34-SEN-BDOLPPP.A,        Senegal,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,17.7611,18.46689,18.32907,18.81662,19.06505,19.32437,19.31519,20.37146,20.78296,21.41592,22.67913,24.10413,25.04111,26.1206,26.13854,27.60072,28.8823,30.1272,30.82939,31.70097,32.87491,33.66525,34.86429,35.23342,37.02407,38.20145,40.72493,43.318,46.466,49.89106,53.03573,55.42465,56.24165,59.46507,61.54304
INTL.4701-34-SRB-BDOLPPP.A,        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92.03748,97.96428,103.5047,100.6772,101.4132,103.4783,102.773,105.7459,104.065,105.951,109.4728,111.7518,116.7865,121.7786,120.7107,129.5621,133.7461
INTL.4701-34-SYC-BDOLPPP.A,        Seychelles,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.8069837,0.8900037,0.9563513,0.9825831,1.053483,1.118636,1.109588,1.102703,1.123416,1.292813,1.437969,1.465795,1.463974,1.431284,1.449364,1.357621,1.330193,1.449999,1.586375,1.751646,1.714152,1.695173,1.795957,1.892557,1.962193,2.080279,2.185768,2.310518,2.432474,2.544158,2.626571,2.705905,2.496134,2.554554,2.766837
INTL.4701-34-SLE-BDOLPPP.A,        Sierra Leone,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,6.246307,6.291908,6.502687,6.655631,5.390197,5.464283,5.357873,4.929257,5.015713,4.720938,4.805204,4.710096,5.023446,4.704688,5.94753,6.501443,6.930397,7.242625,7.54854,8.156813,8.597137,8.871227,9.345524,9.935695,11.44411,13.81484,14.44435,11.469,12.1635,12.67346,13.11255,13.80151,13.52977,13.94245,14.27884
INTL.4701-34-SGP-BDOLPPP.A,        Singapore,52.65425,58.3493,62.49335,67.83933,73.80396,73.34438,74.32926,82.35528,91.63145,100.9401,110.8534,118.2677,126.1204,140.5734,156.171,167.3768,179.8822,194.8416,190.5726,201.4702,219.6798,217.3273,225.8538,236.1262,259.5971,278.7199,303.8235,331.2331,337.4055,337.8372,386.8904,410.9354,429.1624,449.8378,467.5414,481.4592,498.6072,521.8495,540.956,546.8831,524.2252,564.1395,585.3781
INTL.4701-34-SVK-BDOLPPP.A,        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,64.84148,68.86534,73.95675,78.85283,83.52531,86.92984,86.83792,87.85082,90.70934,94.79989,100.0127,105.2927,112.2665,121.8016,134.995,142.5211,134.7458,143.796,147.6378,149.5844,150.531,154.5913,162.579,165.7395,170.609,177.4856,181.9572,175.8169,181.1163,184.2088
INTL.4701-34-SVN-BDOLPPP.A,        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,33.35241,34.30084,36.1277,40.1715,41.37082,43.47697,44.82034,47.15472,49.03213,50.74509,52.4739,53.95846,56.01636,58.39746,61.92525,66.30116,68.36278,63.13166,63.90219,64.63325,63.00295,62.39874,64.0228,65.28302,67.43099,70.88979,74.12795,76.67437,72.93066,78.9637,82.87185
INTL.4701-34-SLB-BDOLPPP.A,        Solomon Islands,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.5037589,0.5383077,0.5744905,0.5891447,0.6560915,0.6672009,0.7211102,0.7931637,0.8059236,0.7920091,0.8173023,0.8046236,0.6902596,0.6352748,0.6177677,0.6578277,0.7110918,0.802461,0.8345552,0.9728116,1.008852,1.011204,1.118804,1.190493,1.221908,1.287057,1.300571,1.319,1.396467,1.47113,1.529139,1.547557,1.480707,1.455094,1.405673
INTL.4701-34-SOM-BDOLPPP.A,        Somalia,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,8.542237,8.527211,8.39079,8.306873,7.310044,7.310044,5.774965,5.774965,6.000177,5.838037,5.983771,6.17525,6.360508,6.551324,6.780621,7.017941,7.22848,7.445334,7.624022,7.822247,8.025625,8.234292,8.448383,8.668041,8.77243,9.282984,9.512639,9.935887,10.3933,10.64573,11.05379,11.4182,11.38712,11.71626,12.01931
INTL.4701-34-ZAF-BDOLPPP.A,        South Africa,348.9018,367.6056,366.1962,359.4342,377.7622,373.1855,373.2522,381.0932,397.0995,406.6091,405.3171,401.19,392.6164,397.4596,410.1783,422.8938,441.0783,452.5463,454.809,465.7245,485.2849,498.3876,516.8298,532.0716,556.305,585.6615,618.4809,651.6344,672.4284,662.0858,682.2114,703.8275,720.6932,738.6054,749.0483,758.9496,763.9931,772.8398,784.6049,786.9859,737.0714,773.2844,791.4181
INTL.4701-34-KOR-BDOLPPP.A,        South Korea,203.9764,218.7569,236.997,268.6983,297.0502,320.3357,356.6208,401.9962,450.1862,482.0276,529.6401,586.7251,623.094,665.9472,727.6716,797.6339,860.5729,913.675,866.8085,966.2049,1053.751,1104.884,1190.237,1227.697,1291.506,1347.151,1418.069,1500.311,1545.515,1557.766,1663.77,1725.09,1766.536,1822.442,1880.805,1933.639,1990.62,2053.517,2113.221,2160.641,2145.314,2234.244,2292.17
INTL.4701-34-SSD-BDOLPPP.A,        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.05553,20.5025,20.8791,20.83307,18.05463,17.00958,16.65181,16.79513,15.70091,16.53779,17.12743
INTL.4701-34-ESP-BDOLPPP.A,        Spain,745.7301,744.7297,754.0151,767.3598,781.0524,799.1867,825.1869,870.974,915.3314,959.5104,995.8206,1021.149,1030.65,1020.027,1044.319,1077.072,1105.728,1146.629,1197.015,1250.766,1316.391,1368.157,1405.49,1447.404,1492.642,1547.161,1610.558,1668.648,1683.483,1620.086,1622.76,1609.548,1561.876,1539.987,1561.511,1621.423,1670.675,1720.412,1759.691,1794.591,1591.345,1679.227,1771.162
INTL.4701-34-LKA-BDOLPPP.A,        Sri Lanka,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,64.95341,66.13248,70.48255,77.99198,75.47104,81.14018,87.73576,93.07894,104.4096,115.2888,113.1041,116.465,126.1966,123.7331,128.4661,136.1808,143.5042,152.5282,164.0294,175.2127,185.7636,192.2845,207.7034,225.1603,245.7503,254.0953,266.7003,256.002,268.9394,286.3148,292.9288,292.283,282.134,291.52,266.8344
INTL.4701-34-SDN-BDOLPPP.A,        Sudan,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,65.51019,71.36116,67.45766,72.52436,77.29494,80.82636,81.63966,86.53562,91.6578,108.4428,113.115,116.6262,124.0272,132.0894,140.0233,148.8291,156.4802,165.3112,176.1084,186.2087,193.3717,188.0197,195.2739,188.9988,156.8601,159.927,167.3817,170.579,176.4941,177.7459,172.9806,169.2126,163.0706,160.0236,158.3121
INTL.4701-34-SUR-BDOLPPP.A,        Suriname,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5.043476,5.271709,5.064976,5.203932,5.223496,4.873416,5.038624,5.03905,5.091329,5.383538,5.508996,5.431666,5.543821,5.775954,5.936361,6.30934,6.814035,7.081381,7.489571,7.872399,8.198584,8.445664,8.882021,9.401351,9.6549,9.937877,9.963119,9.622999,9.15035,9.293647,9.753522,9.860593,8.292163,8.020938,8.133444
INTL.4701-34-SWE-BDOLPPP.A,        Sweden,223.763,225.342,228.1507,232.7766,243.1787,249.0625,256.6781,265.01,270.8673,278.1949,280.5478,277.8532,275.1659,269.5909,279.8059,291.4127,296.0377,305.6835,318.6125,331.3705,347.6774,353.1381,360.9929,369.774,383.9625,394.9278,414.2525,428.9979,426.3939,408.3221,431.4537,445.5136,444.2599,449.3549,461.7547,481.3274,490.206,503.9831,514.1917,524.542,512.2717,536.9815,552.1189
INTL.4701-34-CHE-BDOLPPP.A,        Switzerland,294.0227,298.819,294.8141,296.5967,305.6943,317.0443,322.8662,327.8457,338.6085,353.6124,366.7406,363.3334,362.8068,362.2829,366.9968,369.0615,370.7905,379.0445,390.1456,396.5782,412.7871,419.5422,419.2782,418.9237,429.602,441.7664,460.1301,478.2014,491.0705,479.7341,495.168,504.5477,510.6147,520.0194,532.0346,540.4574,551.7131,559.6006,575.6209,582.3191,567.67,591.665,603.5394
INTL.4701-34-SYR-BDOLPPP.A,        Syria,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,44.836,37.20393,38.91053,41.98498,47.64047,50.10777,53.72206,57.49682,63.14626,66.31869,70.81859,68.30195,68.76341,71.37189,76.9806,77.43547,82.78059,87.92567,92.36246,97.60378,101.9731,108.0023,111.717,116.8471,86.07083,63.43406,56.89377,55.08042,51.97914,51.60091,52.36246,54.32491,57.04115,55.86347,54.13374
INTL.4701-34-TWN-BDOLPPP.A,        Taiwan,150.4669,161.15,168.9016,184.1421,202.6463,212.3882,236.8384,267.0372,288.4638,313.6234,331.0014,358.7122,388.5219,414.9957,446.1324,475.1244,504.4712,534.9984,557.4942,595.0248,632.5969,623.7308,657.9199,685.7146,733.3829,772.864,817.4629,873.4636,880.4435,866.2424,954.9928,990.0796,1012.074,1037.21,1086.159,1102.079,1125.94,1163.224,1195.641,1232.275,1274.007,1357.17,1389.903
INTL.4701-34-TJK-BDOLPPP.A,        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,15.0763,12.60378,9.919178,8.689199,7.232701,7.354613,7.743341,8.029599,8.695849,9.52553,10.55569,11.72913,12.93568,13.80469,14.71497,15.85639,17.05886,17.74451,18.90451,19.36046,20.82137,22.36815,23.86361,25.288,27.04531,30.48503,32.66047,35.11001,36.77059,40.83887,43.01362
INTL.4701-34-TZA-BDOLPPP.A,        Tanzania,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,30.90054,32.06377,34.3227,35.03386,35.23856,35.66347,36.22255,37.51566,39.22052,40.60314,42.10891,44.15703,46.15329,48.95516,52.42765,55.92603,60.12262,64.61757,68.83854,73.49789,77.67729,81.7702,87.13398,94.52541,97.05341,103.6442,110.6257,117.4502,125.5776,133.9688,143.2882,153.3464,160.7817,168.7443,176.8427
INTL.4701-34-THA-BDOLPPP.A,        Thailand,183.3095,194.1344,204.5276,215.9494,228.3643,238.9855,252.2363,276.2649,312.955,351.0992,390.2822,423.6883,457.9409,495.7351,535.3792,578.8537,611.5701,594.7301,549.3282,574.4452,600.0381,620.7049,658.8723,706.2402,750.6581,782.0929,820.9459,865.5655,880.5026,874.4217,940.1204,948.0186,1016.682,1044.005,1054.283,1087.325,1124.676,1171.661,1221.139,1247.414,1170.13,1188.078,1227.413
INTL.4701-34-BHS-BDOLPPP.A,        The Bahamas,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,8.790801,9.382191,9.232424,8.846344,8.507922,8.534111,8.802847,9.188298,9.576371,10.23481,9.77388,10.96605,11.42106,11.72088,12.03789,11.88567,11.99059,12.3977,12.70973,12.89361,12.59402,12.06812,12.25378,12.32894,12.70951,12.34561,12.57367,12.699,12.59009,12.9741,13.21166,13.46218,10.25514,11.66211,12.56596
INTL.4701-34-TLS-BDOLPPP.A,        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.932082,1.93981,1.997765,1.915469,2.112042,2.352615,2.591272,2.833023,3.001759,3.147445,3.244017,3.39039,3.484,3.601944,3.491325,3.46732,4.144689,3.792391,3.846662,3.979655
INTL.4701-34-TGO-BDOLPPP.A,        Togo,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,6.378845,6.637826,6.621651,6.575306,6.313561,5.360477,6.163605,6.647191,7.234553,8.27469,8.084382,8.285018,8.220104,8.287794,8.604936,9.183202,9.093328,8.669009,8.898747,8.794175,9.151416,9.658217,10.2473,10.90294,11.61637,12.3264,13.0562,13.806,14.57349,15.20711,15.96384,16.83546,17.13055,18.03172,18.90085
INTL.4701-34-TON-BDOLPPP.A,        Tonga,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.3684714,0.3699081,0.3623469,0.3855912,0.3865628,0.4010127,0.420873,0.4330544,0.4334442,0.4306893,0.4406208,0.4507371,0.4677112,0.4745396,0.4958719,0.4961494,0.4867963,0.4847977,0.4741379,0.4622828,0.4842439,0.459074,0.4627564,0.4943055,0.4983743,0.4999308,0.5100113,0.5159999,0.5499062,0.5681764,0.5698929,0.5740639,0.5778224,0.56192,0.5538239
INTL.4701-34-TTO-BDOLPPP.A,        Trinidad and Tobago,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,12.98431,12.87737,13.071,13.42179,13.20062,13.00942,13.47283,14.00591,14.99238,16.14561,17.46246,18.85583,20.15739,20.99867,22.66396,25.93688,27.99888,29.73755,33.75639,35.26562,36.46175,34.86047,36.01877,35.91307,36.3775,37.20336,36.88512,37.54302,35.17122,34.22819,33.9864,33.92813,31.42617,32.31281,35.6593
INTL.4701-34-TUN-BDOLPPP.A,        Tunisia,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,41.85096,42.58196,45.96714,47.76196,51.49013,52.61767,54.29008,55.56681,59.53765,62.77706,65.78016,69.76291,73.63807,76.43356,77.44451,81.08631,86.14268,89.14607,93.82097,100.1159,104.3585,107.5347,111.1956,108.9198,113.5127,116.2709,119.8641,121.024,122.3764,125.1149,128.399,130.438,118.9361,124.1757,127.2225
INTL.4701-34-TUR-BDOLPPP.A,        Turkiye,416.0837,436.2853,451.8294,474.281,506.1138,527.5809,564.5924,618.1398,632.4852,634.321,693.0981,698.0902,733.2436,789.3459,752.4981,811.782,871.6888,937.7424,937.7258,907.1262,970.0194,914.2432,973.1911,1029.278,1130.106,1231.728,1317.308,1383.747,1395.025,1327.74,1439.631,1600.871,1677.528,1819.88,1909.777,2025.977,2093.302,2250.342,2317.399,2335.559,2380.87,2651.182,2787.371
INTL.4701-34-TKM-BDOLPPP.A,        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,33.92353,34.43238,28.47563,26.42538,28.19587,24.98156,26.75522,31.16985,32.87454,34.30258,34.39077,35.51555,37.29148,42.15207,46.77754,51.94982,59.61102,63.26697,72.48411,82.4364,87.89311,88.30354,92.34104,93.772,89.38505,89.81227,91.00331,83.97734,81.16011,85.21474,88.02939
INTL.4701-34-TCA-BDOLPPP.A,        Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-TUV-BDOLPPP.A,        Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-USIQ-BDOLPPP.A,        U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-USOH-BDOLPPP.A,        U.S. Territories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-VIR-BDOLPPP.A,        U.S. Virgin Islands,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.150884,1.144918,1.138984,1.13308,1.126239,1.247878,1.133361,1.102811,1.113868,1.052955,1.105997,1.089503,1.271868,1.312445,2.187815,2.17915,2.250754,2.3292,2.410839,2.507527,2.531141,2.363035,2.3844,2.18987,1.860968,1.75302,1.736154,1.739527,1.756394,1.743479,1.771153,1.810358,1.766069,1.871276,2.146317
INTL.4701-34-UGA-BDOLPPP.A,        Uganda,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,14.45693,15.37667,16.37218,17.28151,17.87225,19.36035,20.60011,22.97392,25.05814,26.33611,27.62796,29.85309,30.79105,32.38716,35.21543,37.49502,40.04739,42.58342,47.17592,51.14456,56.25691,60.71151,65.25142,70.29433,71.87805,74.70341,79.07838,85.39867,85.52136,91.32648,96.33362,103.8273,102.4345,108.6939,114.1829
INTL.4701-34-UKR-BDOLPPP.A,        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,613.2974,526.2092,405.7072,356.211,320.5899,310.9722,305.0638,304.4537,322.4164,350.789,369.2032,404.3361,453.2963,466.883,501.6188,539.7091,552.1446,470.6559,488.7025,515.4127,516.6429,516.5048,482.6604,435.49,446.1202,456.6485,472.5781,487.6982,469.3959,485.1336,339.2021
INTL.4701-34-ARE-BDOLPPP.A,        United Arab Emirates,192.4763,198.0264,181.5533,176.8218,184.7077,180.1515,141.9482,147.0302,146.6797,169.1111,198.7274,200.3052,205.7364,210.2627,224.7628,239.7945,253.6989,274.4778,275.2789,283.2682,314.0109,318.4041,326.1522,354.8553,388.8024,407.6793,447.7838,462.0432,476.7911,451.7929,459.1818,490.9965,514.4496,540.4577,562.9715,601.1792,634.6138,639.2786,647.7306,654.9114,622.3954,646.7701,698.1175
INTL.4701-34-GBR-BDOLPPP.A,        United Kingdom,1362.117,1349.374,1372.164,1425.204,1452.312,1506.457,1545.248,1625.708,1709.948,1746.898,1758.051,1728.408,1728.934,1765.332,1826.739,1865.372,1900.958,1986.959,2049.693,2111.472,2197.887,2245.305,2285.064,2356.428,2411.686,2476.037,2529.53,2594.374,2590.369,2473.531,2533.64,2560.689,2597.779,2645.056,2729.689,2795.014,2855.531,2925.308,2975.185,3022.916,2689.463,2893.794,3012.303
INTL.4701-34-USA-BDOLPPP.A,        United States,7080.755,7260.456,7129.566,7456.385,7995.96,8329.374,8617.771,8915.903,9288.34,9629.423,9811.062,9800.435,10145.65,10424.86,10844.83,11135.92,11556.02,12069.95,12610.86,13215.5,13754.31,13885.57,14121.05,14515.91,15075.12,15600.22,16034.35,16356.74,16376.74,15950.96,16383.04,16636.95,17016.4,17329.82,17726.25,18206.02,18509.63,18924.57,19481.94,19928.97,19377.36,20529.63,20957.03
INTL.4701-34-URY-BDOLPPP.A,        Uruguay,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,34.33932,34.71839,34.82163,36.0539,38.91354,39.94769,42.85642,42.23603,44.59192,46.84281,48.96875,48.02007,47.07903,45.27502,41.78133,42.1128,44.20634,47.52097,49.48117,52.71009,56.50096,58.87645,63.47502,66.75156,69.11941,72.32542,74.66472,74.93898,76.19812,77.43837,77.80849,78.08117,73.30146,76.50253,80.60002
INTL.4701-34-UZB-BDOLPPP.A,        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,68.69186,67.04102,63.75796,63.19005,64.26303,67.60352,70.51085,73.54177,76.36273,79.54217,82.70278,86.20334,92.62462,99.06188,106.4434,116.5267,127.0483,137.2767,147.7059,158.8556,170.0473,182.4909,195.0863,209.0819,221.5783,231.2422,243.6392,257.5652,262.4178,281.9029,296.2743
INTL.4701-34-VUT-BDOLPPP.A,        Vanuatu,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.2914435,0.3014359,0.3158334,0.3541373,0.3515587,0.36738,0.3767276,0.3943485,0.4044484,0.4140378,0.422875,0.426219,0.4484293,0.4392323,0.4318548,0.4432397,0.4609129,0.4853545,0.5264406,0.5536652,0.5893799,0.6088941,0.6188137,0.6263941,0.6373857,0.6499368,0.664918,0.6659999,0.6890812,0.7195275,0.7403878,0.7645641,0.693954,0.6960668,0.7081974
INTL.4701-34-VEN-BDOLPPP.A,        Venezuela,279.3892,278.3755,272.6103,266.7439,273.5561,274.085,291.9288,302.3847,319.9875,292.5651,311.488,341.7954,362.5098,363.5081,354.9675,368.9946,368.2645,381.7967,382.9192,360.0572,373.3323,386.004,351.8209,324.5362,383.8828,423.4915,465.2991,506.0294,532.7371,515.6772,507.9999,529.216,558.9894,566.4974,544.4357,510.5643,423.5625,357.1842,287.0995,191.325,122.1147,119.6558,123.2614
INTL.4701-34-VNM-BDOLPPP.A,        Vietnam,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,119.2966,124.8766,131.2382,138.8617,150.9425,163.1356,177.5465,194.4851,212.6501,229.9849,243.243,254.8544,272.1522,290.9166,311.5141,334.382,360.4302,387.6427,414.6922,444.2579,469.4107,493.635,526.7992,559.4538,588.6008,620.1416,656.6794,700.2571,743.3438,793.1031,849.2137,908.7373,934.7695,958.7041,1029.768
INTL.4701-34-WAK-BDOLPPP.A,        Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-ESH-BDOLPPP.A,        Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-YEM-BDOLPPP.A,        Yemen,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,45.52342,45.66506,47.9023,49.85112,50.92978,59.41175,71.60624,75.35187,78.92912,82.48993,88.7693,94.03626,98.78023,104.467,109.3096,114.9271,120.2605,124.4396,129.435,131.3421,136.7583,115.9148,114.6352,120.7578,107.2665,68.589,58.27781,52.1161,51.68769,52.43262,53.06368,51.95976,52.48476
INTL.4701-34-ZMB-BDOLPPP.A,        Zambia,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,17.81058,17.62829,17.54348,17.53714,17.23358,18.405,16.81749,17.3048,18.38091,19.08196,19.00835,19.89227,20.66754,21.76641,22.7472,24.327,26.03776,27.92174,30.1286,32.64507,35.18287,38.42686,42.38414,44.74264,48.14201,50.57666,52.92406,54.48295,56.52769,58.52103,60.89284,61.7948,59.952,62.68886,64.2039
INTL.4701-34-ZWE-BDOLPPP.A,        Zimbabwe,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,16.23397,17.08074,18.27353,19.28267,17.92666,18.30498,19.36684,19.3983,21.28653,21.59003,21.69631,20.91586,19.20729,19.17012,18.03158,16.6861,16.0783,15.42503,14.86602,14.38031,13.69846,21.85351,26.15324,29.86542,34.84261,35.53581,36.38048,37.028,37.30788,39.06286,40.94946,37.55066,35.55782,37.79232,38.76859
